"name","steam_appid","required_age","is_free","number_dlc","developers","publishers","price_currency","price_initial","price_final","windows","mac","linux","metacritic_score","categories","genres","recommendations_total","achievements_total","release_date"
"昆仑",1661910,0,False,"","KIM","KIM","","","",True,False,False,"","Single-player;Multi-player;PvP;Online PvP;LAN PvP;Co-op;Online Co-op;LAN Co-op;Family Sharing","Action;Adventure;Massively Multiplayer","","","Coming soon"
"NEVERLAND",1932670,0,False,"","Víctor Núñez","Víctor Núñez","CAD","5.69","5.69",True,False,False,"","Single-player;Multi-player;Co-op;Online Co-op;Steam Achievements;Family Sharing","Action;Indie","",7,"15 Sep, 2022"
"FITRIZ",1943980,0,True,"","JR Games","JR Games","","","",True,False,False,"","Single-player;Partial Controller Support","Casual;Indie;Free To Play","",27,"28 Jul, 2022"
"Dinosaur Fossil Hunter",864700,0,False,2,"▲ Pyramid Games","▲ Pyramid Games;PlayWay S.A.","CAD","25.99","25.99",True,False,False,"","Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor;Family Sharing","Action;Adventure;Indie;Simulation",720,83,"4 May, 2022"
"Infinity Wings - Scout & Grunt",448790,0,False,"","XiNFiNiTY Games","OtakuMaker SARL","CAD","2.59","2.59",True,True,True,"","Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Family Sharing","Action;Casual;Indie","",25,"11 Mar, 2016"
"Midnight Cipher",1526320,0,False,"","Kogoy","Kogoy","","","",True,False,False,"","Single-player;Multi-player;Co-op;Online Co-op;LAN Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Remote Play Together;Family Sharing","Action;Adventure","","","Coming soon"
"Aron's Adventure",1013910,0,False,"","Tim van Kan;Tom Raudys","TiMer Games","CAD","25.99","25.99",True,False,False,"","Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Family Sharing","Action;Adventure;Indie;RPG",193,31,"7 Apr, 2021"
"Corsairs - Battle of the Caribbean",2397510,0,False,"","Fishing Cactus","Microids","","","",True,False,False,"","Single-player;Multi-player;PvP;Online PvP;Steam Achievements;Family Sharing","Strategy","","","2025"
"The Eagle's Heir",609760,0,False,"","Choice of Games","Choice of Games","CAD","7.79","7.79",True,True,True,"","Single-player;Steam Achievements;Captions available;Steam Cloud;Family Sharing","Adventure;Indie;RPG","",30,"30 Mar, 2017"
"Trash Sailors: Co-Op Trash Raft Simulator",1132030,0,False,"","fluckyMachine","tinyBuild","CAD","25.99","5.19",True,False,False,"","Single-player;Multi-player;Co-op;Online Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Remote Play Together;Family Sharing","Action;Adventure;Casual;Indie;Simulation",175,21,"16 Dec, 2021"
"Plants vs. Zombies: Battle for Neighborville™",1262240,0,False,1,"PopCap","Electronic Arts","CAD","39.99","11.99",True,False,False,77,"Single-player;Multi-player;PvP;Online PvP;Steam Achievements;Full controller support","Action;Casual;Strategy",14138,50,"4 Jun, 2020"
"Block Dropper",1908600,0,False,"","Tresiris, LLC","Tresiris, LLC","CAD","1.19","1.19",True,False,False,"","Single-player;Multi-player;PvP;Shared/Split Screen PvP;Shared/Split Screen;Full controller support;Stats;Remote Play Together;Family Sharing","Casual;Indie;Early Access","",0,"2 Mar, 2022"
"Victory and Glory: Napoleon",443020,0,False,"","Electric Games","Slitherine Ltd.","CAD","38.99","38.99",True,False,False,"","Single-player;Family Sharing","Strategy",130,"","17 Mar, 2016"
"Bonsai",444160,0,False,"","Rooted Concepts","Rooted Concepts","CAD","1.09","1.09",True,False,True,"","Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Family Sharing","Casual;Indie;Simulation","",11,"18 Feb, 2016"
"The House in Fata Morgana",303310,0,False,3,"NOVECT","MangaGamer","CAD","27.99","27.99",True,False,False,"","Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Family Sharing","Adventure",4855,16,"13 May, 2016"
"Reactor Tech²",1444020,0,False,"","4Co","4Co;KuKusFs Production","CAD","17.49","17.49",True,False,False,"","Single-player;Steam Achievements;Steam Trading Cards;Family Sharing","Indie;Simulation;Strategy",348,6,"31 Aug, 2021"
"The Chasm - Mines Of Madness",1140900,0,True,"","Luca ""Fox"" Giovani","Luca ""Fox"" Giovani","","","",True,False,False,"","Single-player;Steam Achievements","Action;Adventure;Casual;Indie","",15,"6 Oct, 2019"
"Street Striker",1628940,0,False,"","Boom Games","Boom Games","CAD","1.29","1.29",True,False,False,"","Single-player;Family Sharing","Action;Adventure;Casual;Indie;RPG;Simulation;Sports","","","19 Aug, 2021"
"S.U.B.",765140,0,False,"","Spreadable Fruit Games;Brametjuhh;YinUkume;Zupami;Azurekai;Dwightojo;ChriticalHit","Spreadable Fruit","CAD","2.59","2.59",True,False,False,"","Multi-player;Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Remote Play Together;Family Sharing","Action;Adventure;Casual;Indie","",39,"4 Feb, 2018"
"Secret Neighbor: Hello Neighbor Multiplayer",859570,0,False,"","Hologryph;Eerie Guest Studios","tinyBuild","CAD","25.99","5.19",True,False,False,"","Multi-player;PvP;Online PvP;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;In-App Purchases;Remote Play on Phone;Remote Play on Tablet;Family Sharing","Action;Adventure;Indie",14285,10,"24 Oct, 2019"
"Elansar",435070,0,False,"","OrionSoft","OrionSoft","CAD","6.49","6.49",True,False,True,"","Single-player;Family Sharing","Adventure;Indie","","","11 Jan, 2016"
"Wounded",1631290,0,False,"","Zombie Transmitted Disease","Zombie Transmitted Disease","CAD","4.65","4.65",True,False,False,"","Single-player;Family Sharing","Adventure;Indie;Early Access","","","5 Aug, 2021"
"Roomie Romance",467720,0,False,6,"Dharker Studios","Dharker Studios","CAD","19.49","9.74",True,False,False,"","Single-player;Steam Achievements;Steam Trading Cards;Family Sharing","Adventure;Casual;Indie","",7,"13 Sep, 2019"
"梦江湖",1471180,0,False,2,"侠客工作室","侠客工作室","CAD","22.79","22.79",True,False,False,"","Single-player;Steam Achievements;Family Sharing","Casual;RPG;Strategy",1318,68,"12 Jul, 2022"
"Speed Master Playtest",2189400,0,False,"","","","","","",True,False,False,"","","","","","19 Oct, 2022"
"Only Straight and Up!",2067030,0,False,"","AF Games","HandMade Games","CAD","12.99","12.99",True,False,False,"","Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Steam Achievements;Family Sharing","Adventure;Casual;Indie;Massively Multiplayer;RPG;Simulation;Sports","",3,"11 Dec, 2024"
"Way To Yaatra",1305730,0,True,"","WayToYaatra Company","WayToYaatra Company","","","",True,False,False,"","Single-player;Steam Achievements;Full controller support","Adventure;Casual;Free To Play;Indie","",29,"25 May, 2020"
"DREMA",1456980,0,False,"","SHALDMI","SHALDMI","CAD","1.29","1.29",True,False,False,"","Single-player;Family Sharing","Indie","","","6 Mar, 2021"
"Game of the Year",1205680,0,False,"","surikovdanya","surikovdanya","","","",True,False,False,"","Single-player;Full controller support;Family Sharing","Casual;Indie;Sports","","","To be announced"
"The Broken Seal",710170,0,False,"","XAREA","XAREA","CAD","21.79","21.79",True,False,False,"","Single-player;Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Tracked Controller Support;VR Only;Remote Play Together;Family Sharing","Action;Indie;RPG",167,"","29 Jan, 2018"
"Sullen: Light is Your Friend",525460,0,False,"","","","CAD","6.49","6.49",True,False,False,"","Single-player;Steam Achievements;Steam Trading Cards;Family Sharing","Adventure;Indie;Early Access","",3,"22 Jul, 2017"
"Fallen Leaf",1459010,0,False,1,"Delta Shore Games","Delta Shore Games","CAD","21.99","21.99",True,False,False,"","Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Family Sharing","Action;Indie",222,26,"15 Jul, 2024"
"Dark Parables: Portrait of the Stained Princess Collector's Edition",1161570,0,False,"","Eipix Entertainment;Blue Tea Games","Big Fish Games","CAD","11.49","11.49",True,False,False,"","Single-player;Family Sharing","Adventure;Casual","","","20 Sep, 2019"
"Galaxy Admirals",411120,0,False,"","Jetdogs Studios","Jetdogs Studios","CAD","2.19","2.19",True,True,True,"","Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Stats;Steam Leaderboards;Family Sharing","Strategy",125,25,"17 Jan, 2017"
"Animal Trainer Simulator: Prologue",2202220,0,True,"","Games Incubator","Games Incubator;PlayWay S.A.","","","",True,False,False,"","Single-player","Casual;Indie;Simulation;Free To Play","",5,"17 May, 2024"
"Maximum Override",389220,0,False,"","Alientrap","Alientrap","CAD","8.99","8.99",True,False,False,"","Single-player;Steam Achievements;Full controller support;Family Sharing","Action;Casual;Indie;Simulation",287,3,"9 Mar, 2017"
"MO:Astray",1104660,0,False,1,"Archpray Inc.","Rayark International Limited","CAD","17.49","17.49",True,False,False,"","Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Family Sharing","Action;Adventure;Indie",3996,26,"24 Oct, 2019"
"三国计-Q萌回合制卡牌",2445330,0,True,"","三国计项目组","三国计项目组","","","",True,False,False,"","Single-player;Multi-player;MMO;In-App Purchases","Adventure;Massively Multiplayer;RPG;Strategy;Free To Play;Early Access","","","9 Nov, 2023"
"Woodcutter Simulator 2013",267610,0,False,"","United Independent Entertainment","United Independent Entertainment","CAD","6.49","6.49",True,False,False,"","Single-player;Multi-player;Steam Cloud;Family Sharing","Simulation",226,"","19 Dec, 2013"
"SENRAN KAGURA Peach Beach Splash",696170,0,False,28,"Tamsoft","XSEED Games;Marvelous USA, Inc.;Marvelous","CAD","34.99","34.99",True,False,False,"","Single-player;Multi-player;PvP;Online PvP;Steam Achievements;Full controller support;VR Supported;Steam Trading Cards;Steam Cloud;Steam Leaderboards;Family Sharing","Action",3784,50,"7 Mar, 2018"
"Chess3D",599670,0,False,"","Whitefishgames","SW-Winsoft","CAD","10.99","10.99",True,False,False,"","Single-player;Multi-player;Steam Trading Cards;Family Sharing","Casual;Simulation;Strategy","","","10 Mar, 2017"
"Dream Survivors",2774490,0,False,"","XYNetwork","XYNetwork","CAD","8.99","8.99",True,False,False,"","Single-player;Multi-player;Co-op;Online Co-op;Steam Achievements;Steam Cloud;Family Sharing","Action;Casual;Indie;RPG;Early Access","",16,"17 May, 2024"
"Hidden Object Chronicles: Poisoned Truth Collector's Edition",2756720,0,False,"","Do Games Limited","Do Games Limited","CAD","11.79","11.79",True,False,False,"","Single-player;Family Sharing","Adventure;Casual","","","19 Feb, 2024"
"Skat 3D Premium",1070770,0,False,"","BufoProject","BufoProject","CAD","25.99","25.99",True,False,True,"","Single-player;Multi-player;PvP;Online PvP;LAN PvP;Cross-Platform Multiplayer;Steam Achievements;Steam Cloud;Stats;Family Sharing","Casual;Indie;Simulation;Strategy","",27,"29 May, 2019"
"The Last Sniper VR",502710,0,False,"","Robert Weaver","Robert Weaver","CAD","8.99","8.99",True,False,False,"","Single-player;Tracked Controller Support;VR Only;Family Sharing","Action;Adventure;Simulation",195,"","3 Aug, 2016"
"MiDZone",494290,0,False,"","NFA;AMASS","NFA","CAD","3.29","3.29",True,False,False,"","Single-player;Family Sharing","Action;Indie","",25,"11 Jul, 2016"
"PowerCharge",2485330,0,False,"","Cody Suthers","Cody Suthers","CAD","12.99","12.99",True,True,True,"","Single-player;Multi-player;PvP;Online PvP;Steam Achievements;Family Sharing","Strategy","",19,"8 Nov, 2024"
"Just A Flu",1289280,0,False,"","TheSociopathSoftware","TheSociopathSoftware","","","",True,False,False,"","Single-player;Family Sharing","Casual;Indie;Simulation;Strategy","","","Coming soon"
"Space Battle Royale",2366400,0,True,1,"MultiversalME","MultiversalME","","","",True,False,False,"","Multi-player;PvP;Online PvP","Action;Casual;Massively Multiplayer;Free To Play","",87,"16 Nov, 2023"
"Freight Tycoon Inc.",289340,0,False,"","Nikita","Fulqrum Publishing","CAD","6.49","6.49",True,False,False,"","Single-player;Steam Cloud;Family Sharing","Strategy",389,"","3 Apr, 2014"
"Atlantic Quest Solitaire",379260,0,False,"","","familyplay","CAD","10.29","10.29",True,True,False,"","Single-player;Family Sharing","Casual","","","22 Jun, 2015"
"Moreau",965910,0,False,"","Pinebox Games","Pinebox Games","","","",True,True,True,"","Single-player;Full controller support;Family Sharing","Action;Adventure;Casual;Indie;RPG","","","Coming soon"
"JERRY JOBHOPPER",1116360,0,False,"","NK CREATIV GAMES","NK CREATIV GAMES","CAD","11.49","11.49",True,True,False,"","Single-player;Family Sharing","Indie;RPG;Simulation;Strategy;Early Access","","","11 Sep, 2019"
"Dragon Uprising Online",1932300,0,False,"","Schartier Isaac","Schartier Isaac","","","",True,False,False,"","Single-player;Multi-player;Co-op;Online Co-op;Steam Achievements;Full controller support;In-App Purchases;Steam Leaderboards;Family Sharing","Action;Adventure;Indie;RPG;Free To Play","","","To be announced"
"Raptainment",782160,0,False,"","IzmirRecht","IzmirRecht","CAD","14.49","14.49",True,False,False,"","Single-player;Family Sharing","Violent;Gore;Casual;Indie;RPG;Simulation;Early Access","","","18 Apr, 2018"
"Fururu Project : Ruby",968420,0,False,"","Meowshmallow Studio","Meowshmallow Studio","CAD","5.69","5.69",True,True,True,"","Single-player;Family Sharing","Adventure;Indie;RPG",101,8,"18 Feb, 2019"
"Edge of Reality",1236860,0,False,"","Moon Eclipse","Conglomerate 5","CAD","1.29","1.29",True,True,True,"","Single-player;Steam Achievements;Full controller support;Steam Cloud;Remote Play on TV;Family Sharing","Adventure;Casual;Indie","",8,"16 Jul, 2020"
"Like an Angel",1671510,0,False,"","OTERAS","OTERAS","CAD","21.79","21.79",True,True,False,"","Single-player;Family Sharing","Casual;Indie;RPG;Simulation",201,33,"10 Mar, 2022"
"iGrow Game",489020,0,False,"","iDev Games","iDev Games","CAD","1.19","1.19",True,False,False,"","Single-player;Steam Trading Cards;Family Sharing","RPG",179,"","9 Jun, 2016"
"Escaping maze",1415300,0,False,"","PROJEKT","PROJEKT","CAD","21.79","21.79",True,False,False,"","Single-player;Family Sharing","Action;Adventure;Indie;RPG","","","7 Oct, 2020"
"4th Era - The RuneChild",1078610,0,False,"","J. C. SpringBourne","J. C. SpringBourne","CAD","6.49","6.49",True,False,False,"","Single-player;Steam Achievements;Camera Comfort;Custom Volume Controls;Adjustable Difficulty;Save Anytime;Stereo Sound;Subtitle Options;Stats;Steam Leaderboards;Family Sharing","Action;Adventure;Casual;Indie;RPG;Early Access","",64,"8 Apr, 2025"
"Into the Backrooms: Last Tape",2768390,0,False,"","Joshua Pond","Joshua Pond","CAD","6.49","6.49",True,False,False,"","Single-player;Family Sharing","Indie","","","6 Oct, 2024"
"Notebook Artillery",1433210,0,False,"","Austin Ivansmith Games","Austin Ivansmith Games","CAD","5.69","5.69",True,False,False,"","Single-player;Multi-player;PvP;Shared/Split Screen PvP;Shared/Split Screen;Remote Play Together;Family Sharing","Indie","","","5 Nov, 2020"
"Lifeform Zero",1848270,0,False,"","Sins of Succubus","Mango Party;Mango Party News","CAD","10.49","10.49",True,False,False,"","Single-player;Family Sharing","Indie;RPG;Simulation",406,17,"22 Feb, 2024"
"鬼谷八荒 Playtest",1489280,0,False,"","","","","","",True,False,False,"","","","","","9 Dec, 2020"
"On the Dragon Wings - Birth of a Hero",1947060,0,False,"","Queen Developer","Queen Developer","CAD","6.49","6.49",True,True,False,"","Single-player;Steam Achievements;Full controller support;Steam Cloud;Family Sharing","Action;Adventure;RPG","",20,"8 Sep, 2022"
"Savage Girls",2643420,18,False,"","Animas Games","Animas Games","CAD","19.49","19.49",True,False,True,"","Single-player;Multi-player;Co-op;Family Sharing","Action;Indie","","","2 Nov, 2023"
"RollerCoaster Tycoon® 3: Complete Edition",1368820,0,False,"","Frontier Developments;Aspyr (Mac)","Atari;Aspyr (Mac)","CAD","22.79","22.79",True,True,False,"","Single-player;Family Sharing","Simulation;Strategy",2226,"","24 Sep, 2020"
"Halo 2 Mod Tools - MCC",1613450,0,False,"","343 Industries;Saber Interactive;Bungie","Xbox Games Studios","","","",True,False,False,"","Family Sharing","","","","13 Oct, 2021"
"Lonely Adventure",1009640,0,False,"","Ingraw Games","Ingraw Games","","","",True,False,False,"","Single-player;Family Sharing","Action;Adventure;Simulation","","","Coming soon"
"Michi",2366910,0,True,1,"Faux Studios","Faux Studios","","","",True,True,False,"","Single-player","Adventure;Casual;Free To Play;Indie;RPG;Strategy","","","9 May, 2023"
"Plenty: Skyhearth",538950,0,True,"","Tiny Lions","Tiny Lions Inc.","","","",True,False,False,"","Single-player;Steam Achievements;Tracked Controller Support;VR Only;Stats;Steam Leaderboards","Action;Casual;Free To Play;Indie;RPG","",17,"20 Oct, 2016"
"Queerskins: ark",1447740,0,False,"","Cloudred","Cloudred;Fancy Rainbow Productions","","","",True,False,False,"","Single-player;Tracked Controller Support;VR Only;Captions available;Family Sharing","Indie","","","Coming soon"
"Heartstop",1947350,0,False,"","M.A. Starling","M.A. Starling","CAD","5.69","5.69",True,False,False,"","Single-player;Steam Achievements;Family Sharing","Adventure;Indie","",16,"5 May, 2022"
"My Jigsaw Adventures - The Source of Power",1393970,0,False,1,"CCS","CCS","CAD","6.49","6.49",True,True,True,"","Single-player;Steam Achievements;Steam Cloud;Family Sharing","Casual;Indie","",31,"16 Sep, 2020"
"IDLE GOG: Endless War",1465910,0,True,"","Shanghai Gamewinner Network Technology Co., Ltd","Shanghai Gamewinner Network Technology Co., Ltd","","","",True,True,False,"","Single-player;Multi-player;MMO;PvP;Online PvP;Co-op;Online Co-op;In-App Purchases","Casual;Free To Play;RPG","","","Coming soon"
"RiME",493200,0,False,1,"Tequila Works;QLOC","Grey Box;Six Foot","CAD","39.99","39.99",True,False,False,78,"Single-player;Steam Achievements;Full controller support;Steam Cloud;Family Sharing","Adventure",3187,31,"26 May, 2017"
"Witches Vs. Demons",1754170,0,False,"","Egalitaria Studios","Egalitaria Studios","CAD","5.69","5.69",True,False,False,"","Single-player;Multi-player;Co-op;Online Co-op;Steam Achievements;Family Sharing","Action;Adventure;Casual;RPG;Early Access","",14,"28 Oct, 2021"
"Live Hard, Die Hard",2550790,0,False,"","Asobism.Co.,Ltd","Asobism.Co.,Ltd","","","",True,False,False,"","Single-player;Partial Controller Support;Family Sharing","Indie;RPG;Simulation;Strategy","","","2025"
"Otherlights",2666000,0,False,"","Soleil Artificiel","Soleil Artificiel","CAD","25.99","25.99",True,False,False,"","Single-player;Multi-player;PvP;Shared/Split Screen PvP;Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support;Remote Play Together;Family Sharing","Action;Adventure;Indie;RPG;Early Access","",21,"29 Oct, 2024"
"Inverse Evolver Playtest",1670190,0,False,"","","","","","",True,False,False,"","","","","","28 Oct, 2021"
"GALAXY MONSTER",1050910,0,False,"","Small Games","GLD Games","CAD","8.99","8.99",True,False,False,"","Single-player;Steam Achievements;Steam Leaderboards;Family Sharing","Action;Indie","",5,"5 Apr, 2019"
"Mariam Game",1958140,0,True,"","Salman AlHarbi","Salman AlHarbi","","","",True,False,False,"","Single-player;Steam Achievements","Action;Casual;Indie;Free To Play","",18,"26 Jan, 2024"
"Manic Archers - Bullseye DEMO",2339820,0,True,"","Ancient Most High Games","Ancient Most High Games","","","",True,True,True,"","Single-player;Multi-player;PvP;Shared/Split Screen PvP;Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Full controller support;Remote Play Together","Action;Casual;Indie","","","29 Mar, 2023"
"Merge Circus",2739500,0,False,"","Felix Fatum Studio","Felix Fatum Studio","CAD","1.29","1.29",True,False,False,"","Single-player;Family Sharing","Casual;Indie","","","2 Jan, 2024"
"Breaking Friendships",2449310,0,False,"","Lovingdar","Lovingdar","CAD","10.99","10.99",True,False,False,"","Multi-player;Co-op;Online Co-op;Family Sharing","Casual","",1,"30 Jul, 2023"
"Sir'HaXXX",1151840,0,False,1,"GreatherGames","GreatherGames","CAD","1.29","1.29",True,False,False,"","Single-player;Steam Achievements;Steam Leaderboards;Family Sharing","Action;Casual;Indie","",8,"20 Sep, 2019"
"Balls Royale",1233780,0,False,"","Meaty Ore Games","Meaty Ore Games","CAD","1.99","1.99",True,False,False,"","Single-player;Multi-player;MMO;PvP;Online PvP;Cross-Platform Multiplayer;Steam Achievements;Stats;Family Sharing","Action;Casual;Indie;Massively Multiplayer","",16,"8 Apr, 2020"
"Escape From Hard Drive",1856110,0,False,"","Fewjix","Fewjix","CAD","6.49","6.49",True,False,False,"","Single-player;Steam Achievements;Steam Cloud;Family Sharing","Indie;Simulation","",4,"11 Jul, 2022"
"PARSE",697530,0,False,"","wHDinc.","wHDinc.","CAD","1.19","1.19",True,False,False,"","Single-player;Family Sharing","Indie;Strategy","",6,"6 Nov, 2017"
"Dizzy Rogues",2169300,0,False,"","kumakare","kumakare","CAD","4.99","4.99",True,False,False,"","Single-player;Steam Achievements;Full controller support;Family Sharing","Action;Indie","",16,"22 May, 2023"
"Deathrun Guys",2107060,0,False,"","André Facchinetti;Evelyn Facchinetti","Beonin Studios","CAD","1.19","1.19",True,False,False,"","Multi-player;PvP;Online PvP;In-App Purchases;Partial Controller Support;Family Sharing","Action;Adventure;Casual;Indie;Racing","","","22 Aug, 2022"
"W.H.A.L.E.",1177730,0,False,"","PixelsDesign VR Dev","PixelsDesign VR Dev","CAD","226.99","226.99",True,False,False,"","Single-player;Tracked Controller Support;VR Supported;Family Sharing","Indie;Simulation","","","24 Feb, 2020"
"Snake, snake, snake!",857140,0,False,"","Growfall Games","Growfall Games","CAD","2.59","2.59",True,False,False,"","Single-player;Multi-player;PvP;Shared/Split Screen PvP;Shared/Split Screen;Steam Achievements;Remote Play Together;Family Sharing","Action;Casual;Indie","",5,"18 May, 2018"
"Shadow Mist",617630,0,False,"","Tencent Games","Tencent Games","CAD","5.49","5.49",True,True,False,"","Single-player;Family Sharing","Adventure;Casual;Indie;Strategy","",11,"10 May, 2017"
"Overdrive Escape Playtest",2449410,0,False,"","","","","","",True,False,False,"","","","","","25 May, 2023"
"RoboSquare",1427760,0,True,4,"Fizzostia","Fizzostia","","","",True,False,False,"","Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Steam Achievements;In-App Purchases;Partial Controller Support;Stats;Steam Leaderboards","Action;Casual;Indie;Massively Multiplayer;Racing;Sports;Free To Play","",26,"31 Dec, 2021"
"Lost Veridian",2309920,0,False,"","Half D Gaming","Half D Gaming","CAD","10.49","10.49",True,False,False,"","Single-player;Multi-player;Co-op;Online Co-op;Steam Achievements;Steam Cloud;Family Sharing","Action;Adventure;Casual;Indie;RPG;Strategy","",11,"20 Nov, 2023"
"Little Terror",1311990,0,False,"","Tainted Games","Tainted Games","CAD","1.19","1.19",True,False,False,"","Single-player;Steam Achievements;Partial Controller Support;Family Sharing","Adventure;Indie","",19,"7 Jun, 2020"
"Tiki Tiki: The Tropical Memory Game",1300950,0,False,"","Cosmic Works Studios","Cosmic Works Studios","CAD","2.59","2.59",True,True,True,"","Single-player;Steam Achievements;Family Sharing","Action;Casual;Indie","",11,"28 Aug, 2020"
"Operation: Harsh Doorstop",736590,0,True,6,"Drakeling Labs","","","","",True,False,False,"","Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Steam Workshop;Includes level editor","Action;Casual;Indie;Simulation;Strategy;Free To Play;Early Access","","","15 Feb, 2023"
"Guild of Dragons",1462260,0,False,"","Artcue","Artcue","","","",True,True,False,"","Single-player;Full controller support;Family Sharing","Simulation;Strategy","","","To be announced"
"DELETE AFTER READING",1977220,0,False,"","PATRONES & ESCONDITES;TLR Games","PATRONES & ESCONDITES","CAD","6.49","6.49",True,True,False,"","Single-player;Family Sharing","Adventure;Indie","","","14 Mar, 2023"
"Rex Rocket",288020,0,False,"","Castle Pixel, LLC.","Castle Pixel, LLC.","CAD","1.19","1.19",True,True,True,"","Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Remote Play on TV;Family Sharing","Action;Adventure;Indie",182,40,"5 Aug, 2014"
"Colourise",576820,0,False,"","Field Tested","Field Tested","CAD","8.79","8.79",True,False,False,"","Single-player;Steam Achievements;Tracked Controller Support;VR Only;Steam Trading Cards;Steam Cloud;Family Sharing","Casual;Indie","",10,"21 Apr, 2017"
"Little Horror Raiser",2129860,0,False,"","echomune","echomune","CAD","5.69","5.69",True,False,False,"","Single-player;Steam Achievements;Steam Cloud;Family Sharing","Casual;Indie;Simulation","",26,"12 Sep, 2022"
"Monads",814870,0,False,"","Team Monad","Team Monad","CAD","11.49","11.49",True,True,False,"","Single-player;Steam Achievements;Steam Cloud;Family Sharing","Indie;RPG;Strategy","",39,"15 Feb, 2019"
"Pretty Hentai Girls",2247610,0,False,"","SimpleDes","SimpleDes","CAD","2.59","2.59",True,False,False,"","Single-player;Steam Achievements;Steam Cloud;Family Sharing","Casual;Simulation","",20,"24 Jan, 2023"
"Silicomrades",1172930,0,False,"","Outside the Fox","Outside the Fox","CAD","13.99","13.99",True,False,False,"","Multi-player;Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Camera Comfort;Color Alternatives;Custom Volume Controls;Adjustable Difficulty;Playable without Timed Input;Stereo Sound;Remote Play on TV;Remote Play Together;Family Sharing","Action;Indie","",45,"20 Jun, 2025"
"Guild Quest",547680,0,True,"","Hyper Hippo Games","Hyper Hippo Games","","","",True,True,False,"","Single-player;Steam Achievements;In-App Purchases","Casual;Free To Play;Indie;RPG;Simulation;Strategy;Early Access",371,101,"26 Jan, 2017"
"Crown Trick",1000010,0,False,2,"NEXT Studios","Team17;NEXT Studios","CAD","22.79","5.69",True,False,False,83,"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Family Sharing","Adventure;Indie;RPG;Strategy",4443,48,"16 Oct, 2020"
"Black Ice",311800,0,False,1,"Nonadecimal Creative;Super Duper Garrett Cooper","Super Duper Game Company","CAD","25.99","25.99",True,True,True,"","Single-player;Multi-player;PvP;Online PvP;LAN PvP;Co-op;Online Co-op;LAN Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Remote Play on TV;Family Sharing","Action;Indie;RPG;Early Access",508,86,"9 Jul, 2014"
"Respark",2124480,0,False,"","Enigmatic Network","Enigmatic Network","","","",True,True,False,"","Single-player;Family Sharing","Action;Casual;Indie","","","2025"
"Vault Circuit",2080420,0,False,"","Kalvis","Kalvis","CAD","1.29","1.29",True,False,False,"","Single-player;Steam Achievements;Stats;Steam Leaderboards;Family Sharing","Casual;Indie;Strategy","",100,"15 Aug, 2022"
"A Hero's Quest pt1",2096180,0,False,"","Andrew","Andrew","CAD","4.65","4.65",True,False,False,"","Single-player;Family Sharing","RPG","","","26 Aug, 2022"
"Dawn of Demons",2718260,0,False,"","SandZ Studio","SandZ Studio","","","",True,False,False,"","Multi-player;PvP;Online PvP;Steam Achievements;Family Sharing","Indie;Early Access","","","Q3 2029"
"Ducks in Space",1054500,0,False,"","Happy Cow Games LLC","Happy Cow Games LLC","CAD","11.49","11.49",True,False,False,"","Single-player;Steam Achievements;Full controller support;Steam Cloud;Family Sharing","Action;Indie","",28,"1 Nov, 2019"
"Space Wars",1176160,0,False,"","High and Wide","khukhrovr","CAD","38.99","38.99",True,False,False,"","Single-player;Steam Achievements;Family Sharing","Simulation",106,6,"24 Apr, 2020"
"Two Hour Escape Mystery: A Puzzling Voyage",2547930,0,False,"","Last Sun, LLC","Last Sun, LLC","CAD","6.49","6.49",True,False,False,"","Single-player;Steam Achievements;Family Sharing","Adventure;Casual;Indie","",5,"8 Nov, 2023"
"Tactics of World War I",1602510,0,False,"","Headless Horseman Games","Headless Horseman Games","CAD","13.99","13.99",True,False,False,"","Single-player;Steam Achievements;Steam Cloud;Family Sharing","Strategy","",7,"5 Jan, 2025"
