"name","steam_appid","required_age","is_free","number_dlc","developers","publishers","price_currency","price_initial","price_final","windows","mac","linux","metacritic_score","categories","genres","recommendations_total","achievements_total","release_date"
"Grim Wanderings",799620,0,False,"","Elllinia games","Self-publishing","CAD","2.99","2.99",True,True,True,"","Single-player;Family Sharing","Indie;RPG;Strategy","","","27 Feb, 2018"
"Angkor: Runefall",1513370,0,False,"","Ironcode","HH-Games","CAD","7.99","3.19",True,False,False,"","Single-player;Family Sharing","Action;Casual;Indie","","","25 Jan, 2021"
"Succulust",2654580,0,False,"","Pinky Pads","Pinky Pads","CAD","11.79","11.79",True,False,False,"","Single-player;Family Sharing","Adventure;Casual","","","4 Dec, 2023"
"VA-11 Hall-A: Cyberpunk Bartender Action",447530,0,False,"","Sukeban Games","Ysbryd Games;PLAYISM","CAD","19.99","19.99",True,False,True,77,"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Remote Play on Phone;Remote Play on Tablet;Family Sharing","Adventure;Indie;Simulation",32114,34,"21 Jun, 2016"
"My Vet Practice – Marine Patrol",595150,0,False,"","Neopica","familyplay;Markt+Technik Verlag","CAD","17.49","17.49",True,False,False,"","Single-player;Family Sharing","Casual","","","6 Mar, 2017"
"1001 Jigsaw Legends of Mystery 2",1624880,0,False,"","Somer Games","8floor","CAD","6.49","6.49",True,False,False,"","Single-player;Family Sharing","Casual","","","6 Jul, 2021"
"Eximius: Seize the Frontline",505740,0,False,5,"Ammobox Studios","Ammobox Studios","CAD","25.99","25.99",True,False,False,53,"Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;In-App Purchases;Steam Cloud;Family Sharing","Action;Strategy",493,18,"16 Mar, 2021"
"The Infectious Madness of Doctor Dekker",545540,17,False,"","D'Avekki Studios Ltd","D'Avekki Studios Ltd","CAD","11.79","11.79",True,True,True,78,"Single-player;Steam Achievements;Steam Trading Cards;Family Sharing","Adventure;Casual;Indie;Simulation",508,35,"19 May, 2017"
"Insane Escape",2342320,0,False,"","Organon Software","Organon Software","CAD","25.99","25.99",True,False,True,"","Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards;Family Sharing","Adventure;Indie;Strategy","",15,"25 Mar, 2025"
"Avocado Puzzle Quest",2080070,0,False,"","Dnovel","Studio2760","CAD","12.49","12.49",True,False,False,"","Single-player;Steam Achievements;Family Sharing","Action;Adventure;Casual;Indie;Early Access","",5,"26 Jul, 2022"
"Hero Plus",747920,0,True,"","MGAME Corporation","Netgame Inc","","","",True,False,False,"","Multi-player;MMO;PvP;Online PvP;In-App Purchases","Free To Play;Massively Multiplayer","","","22 Jan, 2018"
"Fallen Aces",1411910,0,False,"","Trey Powell;Jason Bond","New Blood Interactive","CAD","18.99","18.99",True,False,False,"","Single-player;Full controller support;Steam Workshop;Steam Cloud;Includes level editor;Family Sharing","Action;Indie;Early Access",5691,"","14 Jun, 2024"
"The Inverse",2263780,0,False,"","Spencer Dring","Spencer Dring","","","",True,True,True,"","Single-player;Steam Achievements;Full controller support;Captions available;Steam Cloud;Commentary available;HDR available;Family Sharing","Action;Adventure;Indie;Strategy","","","Coming soon"
"My Goddess of Love",989080,0,False,"","Paradox White Cat","Paradox White Cat","CAD","6.49","1.94",True,False,False,"","Single-player;Family Sharing","Casual;Indie","","","23 Apr, 2020"
"Corona Blossom Vol.1 Gift From the Galaxy",496260,0,False,1,"Frontwing","Frontwing USA","CAD","10.99","10.99",True,False,False,"","Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Family Sharing","Adventure;Casual",259,21,"27 Jul, 2016"
"De Feet",2296980,0,False,"","Udacha Games","Udacha Games","CAD","1.29","1.29",True,False,False,"","Single-player;Family Sharing","RPG;Early Access","","","16 Feb, 2023"
"Oath of Miko",1680020,0,False,"","PotS","PotS","CAD","2.59","2.59",True,False,False,"","Single-player;Family Sharing","RPG;Simulation;Strategy","",7,"7 Oct, 2022"
"Another Adventure",604450,0,False,"","ThankCreate Studio","ThankCreate Studio;WhisperGames","CAD","2.19","2.19",True,True,False,"","Single-player;Steam Achievements;Steam Cloud;Family Sharing","Adventure;Indie",4139,5,"10 Mar, 2017"
"Ato",1096180,0,False,1,"Tiny Warrior Games","Tiny Warrior Games","CAD","17.49","17.49",True,True,True,"","Single-player;Steam Achievements;Full controller support;Steam Cloud;Remote Play on TV;Family Sharing","Action;Adventure;Indie",308,86,"8 May, 2020"
"Sokobond Express Playtest",1702310,0,False,"","","","","","",True,False,False,"","","","","","21 Apr, 2022"
"contingency plan Playtest",2276860,0,False,"","","","","","",True,False,False,"","","","","","11 Jul, 2023"
"Professor Teaches® Word 2016 – Mac",595510,0,False,"","Individual Software","Individual Software","CAD","19.49","19.49",False,True,False,"","","Software Training","","","28 Feb, 2017"
"112 Operator - Call Editor",1356140,0,False,"","","","","","",True,False,False,"","Family Sharing","","","","17 Jul, 2020"
"Zombie Slayer",1299890,0,False,"","Barely Games","Barely Games","CAD","11.49","11.49",True,False,False,"","Single-player;Multi-player;Co-op;Online Co-op;Tracked Controller Support;VR Supported;Family Sharing","Action;Adventure;Indie;Early Access","",9,"11 Jun, 2020"
"DETECTIVE - Minerva case",2678970,0,False,"","k148 Game Studio","JanduSoft","CAD","13.99","13.99",True,False,False,"","Single-player;Steam Achievements;Full controller support;Steam Cloud;Family Sharing","Adventure;Indie","",12,"6 Jun, 2024"
"a new life.",1297160,0,False,1,"Angela He","Angela He","CAD","3.39","3.39",True,True,True,"","Single-player;Steam Achievements;Family Sharing","Indie",2089,7,"15 May, 2020"
"Valley Peaks",2107550,0,False,"","Tub Club","Those Awesome Guys","CAD","19.49","19.49",True,False,False,"","Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Family Sharing","Casual;Indie",146,18,"24 Jul, 2024"
"The Masquerade",2595530,0,False,"","Chewa","Chewa","","","",True,False,False,"","Multi-player;PvP;Online PvP;Co-op;Online Co-op;Steam Achievements;Family Sharing","Action;Casual;Indie","","","2025"
"Super Lucky's Tale",847360,0,False,"","Playful Corp.","Xbox Game Studios","CAD","34.99","34.99",True,False,False,59,"Single-player;Steam Achievements;Full controller support;Steam Cloud;Remote Play on TV;Family Sharing","Action;Adventure",500,58,"14 Sep, 2018"
"SIGURAT",1680560,0,True,"","kartyd","indieDevFRFR","","","",True,False,False,"","Single-player;Multi-player;Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Stats;Remote Play Together","Action;Adventure;Casual;Free To Play","",6,"27 Jul, 2021"
"House of Snark 6-in-1 Bundle",486810,0,False,"","Alawar Casual","Alawar Casual","CAD","12.99","12.99",True,False,False,"","Single-player;Steam Achievements;Steam Trading Cards;Family Sharing","Adventure;Casual",117,10,"20 Jul, 2016"
"Mystery Case Files: Key to Ravenhearst Collector's Edition",1082470,0,False,"","Eipix Entertainment","Big Fish Games","CAD","11.49","11.49",True,False,False,"","Single-player;Family Sharing","Adventure;Casual","","","17 May, 2019"
"Cat Souls",2326690,0,False,"","9Ratones;Angelo Gamedev","Ratalaika Games S.L.","CAD","6.49","6.49",True,False,True,"","Single-player;Steam Achievements;Full controller support;Family Sharing","Adventure;Casual;Indie","",12,"9 Jun, 2023"
"HypurrX",2479520,0,False,"","Buko Studios","Buko Studios Inc","","","",True,False,False,"","Single-player;Full controller support;Family Sharing","Action;Adventure;Casual;Indie;Racing;Early Access","","","To be announced"
"VR Ping Pong Paradise",755850,0,False,"","SAT-BOX","SAT-BOX","CAD","15.49","15.49",True,False,False,"","Single-player;Tracked Controller Support;VR Only;Family Sharing","Sports","","","25 Dec, 2017"
"Heroes Of Drakemire",2152580,0,False,"","Clockwatchers, Inc.","Clockwatchers, Inc.","CAD","25.99","25.99",True,False,True,"","Single-player;Steam Achievements;Full controller support;Steam Cloud;Family Sharing","Adventure;Indie;RPG","",10,"26 Oct, 2023"
"A Mage Reborn",2004610,0,False,"","Hosted Games","Hosted Games","CAD","6.49","6.49",True,True,True,"","Single-player;Steam Achievements;Steam Cloud;Family Sharing","Adventure;Casual;Indie;RPG",103,57,"4 Aug, 2022"
"Last Days",543650,0,True,"","CrackedGhostGames","2ndDimensionGhost","","","",True,True,False,"","Single-player;Steam Trading Cards;Partial Controller Support","Violent;Gore;Action;Adventure;Free To Play;Indie;RPG;Early Access","","","20 Oct, 2016"
"Tales Of Two Heroes",2721960,0,False,"","ExoticCupOfTea","ExoticCupOfTea","","","",True,False,False,"","Single-player;Family Sharing","Adventure;Indie;Strategy","","","To be announced"
"Devil Seeds",2594560,0,True,"","Trevaz","Trevaz","","","",True,False,False,"","Single-player;Full controller support","Adventure;Indie;RPG;Strategy;Free To Play","","","18 Oct, 2023"
"GAG",1268250,0,False,"","Joshua Roland","Joshua Roland","CAD","2.59","2.59",True,False,False,"","Single-player;Steam Achievements;Family Sharing","Adventure;Casual;Indie","",5,"7 Aug, 2020"
"TERRORHYTHM (TRRT) - Rhythm driven action beat 'em up!",752380,0,False,1,"EvilCoGames","EvilCoGames","CAD","22.79","22.79",True,True,False,"","Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards;Family Sharing","Action;Casual;Indie;Simulation;Sports","",57,"26 Oct, 2018"
"Necromancer's Gift Playtest",1740580,0,False,"","","","","","",True,False,False,"","","","","","27 Aug, 2021"
"Space Bomb",1075910,0,False,"","Divertgames","Divertgames","CAD","7.99","7.99",True,False,False,"","Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Co-op;Online Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Remote Play Together;Family Sharing","Casual;Indie;Massively Multiplayer;Early Access","","","15 Jul, 2019"
"Safety Driving Simulator: Motorbike",450600,0,False,"","United Independent Entertainment","United Independent Entertainment","CAD","4.99","4.99",True,False,False,"","Single-player;Family Sharing","Casual;Simulation","","","4 May, 2016"
"Dinner with an Owl",1567420,0,True,1,"BoringSuburbanDad","BoringSuburbanDad","","","",True,False,False,"","Single-player","Adventure;Indie;Free To Play","","","18 May, 2021"
"Blackbox",814960,0,True,"","TRT World","TRT World","","","",True,False,False,"","Single-player;Tracked Controller Support;VR Only;Partial Controller Support","Free To Play;Simulation","","","24 Mar, 2018"
"Firefly Witch",1957830,0,False,"","Dirty Cats","Dirty Cats","","","",True,False,True,"","Single-player;Full controller support;Family Sharing","Action;Adventure;Casual;Indie","","","To be announced"
"Quack Island",1777630,0,False,"","Quacktastic Journey","Quacktastic Journey","","","",True,False,False,"","Single-player;Steam Achievements;Full controller support;Steam Cloud;Family Sharing","Action;Adventure;Casual;Indie","","","Coming soon"
"Space Mouse 2",1282890,0,False,"","Mindware","Mindware","CAD","20.49","20.49",True,False,False,"","Single-player;Steam Achievements;Full controller support;Steam Leaderboards;Family Sharing","Action;Casual;Strategy","",52,"23 Jul, 2020"
"Leningrad",1855950,0,False,"","Under Three","Under Three","CAD","1.19","1.19",True,False,False,"","Single-player;Family Sharing","Adventure;Indie;RPG","","","31 Jan, 2022"
"Mystery Case Files: The Black Veil Collector's Edition",580010,0,False,"","Eipix Entertainment","Big Fish Games","CAD","10.99","10.99",True,False,False,"","Single-player;Family Sharing","Adventure;Casual","","","23 Mar, 2017"
"Psicose?",1224470,0,False,"","TRYWARE","TRYWARE","CAD","1.19","1.19",True,False,False,"","Single-player;Steam Achievements;Full controller support;Steam Cloud;Family Sharing","Adventure;Casual;Indie;RPG;Strategy","",16,"15 Feb, 2020"
"Hot Tiles",1365540,0,False,"","Igor Serdiukov","Igor Serdiukov","CAD","1.19","1.19",True,False,False,"","Single-player;Steam Achievements;Steam Cloud;Remote Play on Tablet;Family Sharing","Casual;Indie;Early Access","",100,"18 Jan, 2021"
"Green world: Catharsis",1506520,0,False,"","Jaja City","Jaja City","CAD","4.99","4.99",True,False,False,"","Single-player;Steam Achievements;Full controller support;Stats;Steam Leaderboards;Family Sharing","Action;Adventure;Indie","",6,"5 Feb, 2021"
"Horror Gallery",2482660,0,False,"","EpiXR Games UG","EpiXR Games UG","CAD","12.99","12.99",True,False,False,"","Single-player;Steam Achievements;Full controller support;Family Sharing","Action;Indie","",11,"27 Oct, 2023"
"Stellar Raid",1585340,0,True,"","Berry Patch Games","Berry Patch Games","","","",True,False,False,"","Single-player","Free To Play","","","31 Aug, 2021"
"Hentai Ninja Garden",1125030,0,False,1,"Ero Team Triangle","Ero Team Triangle","CAD","6.69","6.69",True,False,False,"","Single-player;Multi-player;MMO;PvP;Online PvP;Shared/Split Screen PvP;Co-op;Online Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Captions available;Partial Controller Support;Stats;Commentary available;Remote Play Together;Family Sharing","Casual;Indie;Simulation","",20,"1 Aug, 2019"
"No More Rainbows",1634100,0,False,"","Squido Studio;Robot Teddy","Squido Studio","CAD","25.99","25.99",True,False,False,"","Single-player;Multi-player;PvP;Online PvP;Cross-Platform Multiplayer;Tracked Controller Support;VR Only;In-App Purchases;Steam Leaderboards;Family Sharing","Action;Adventure;Casual",112,"","1 Jun, 2023"
"Captain Jackson",1730150,0,False,"","From Gamers","From Gamers","CAD","2.29","2.29",True,False,True,"","Single-player;Steam Cloud;Family Sharing","Action;Indie","","","26 Oct, 2021"
"Infest",2341560,0,False,"","Chute Apps","Chute Apps","CAD","19.49","19.49",True,True,True,"","Single-player;Steam Achievements;Full controller support;Steam Cloud;Family Sharing","Strategy","",15,"23 Jan, 2025"
"Project: The MIR Incident",1961030,0,False,"","Rhineware","Rhineware","","","",True,False,False,"","Single-player;Steam Achievements;Family Sharing","Action;Adventure;Indie;RPG;Free To Play","","","Coming soon"
"CyberCum: Pussy Attack❗️",2331960,0,False,"","Octo Games","Octo Games","CAD","4.99","1.99",True,False,False,"","Single-player;Steam Achievements;Family Sharing","Action;Adventure;Casual",121,25,"1 Apr, 2023"
"Anime Wave Simulator",1397170,0,False,"","SeedWall","SeedWall","CAD","2.29","2.29",True,False,False,"","Single-player;Steam Achievements;Family Sharing","Action;Indie","",8,"15 Sep, 2020"
"Shoot to Shoot",2643620,0,False,"","Alan","Alan","CAD","4.99","4.99",True,False,False,"","Single-player;Family Sharing","Action;Indie;Racing;Simulation;Sports","","","15 Jul, 2024"
"Metro Manager LA",2099280,0,True,"","Ben Wesorick","Ben Wesorick","","","",True,False,False,"","Single-player;Steam Achievements","Simulation;Strategy;Free To Play","",5,"24 May, 2023"
"Overstep",1008580,0,True,"","Gamecan","Gamecan","","","",True,False,False,"","Multi-player;PvP;Online PvP;In-App Purchases","Action;Free To Play;Indie;Early Access","","","22 Nov, 2019"
"Mist Legacy",1259440,0,True,1,"Virtys","Virtys","","","",True,True,True,"","Multi-player;MMO;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;In-App Purchases;Partial Controller Support","Indie;Massively Multiplayer;RPG;Free To Play","",99,"13 Sep, 2022"
"Aeterna Noctis Playtest",1677910,0,False,"","","","","","",True,False,False,"","","","",100,"28 Oct, 2021"
"Empire of Ember",980640,0,False,"","Poleaxe Games LLC","Poleaxe Games LLC;Forthright Entertainment","CAD","28.99","28.99",True,False,False,"","Single-player;Steam Achievements;Full controller support;Steam Cloud;Family Sharing","Action;Adventure;Indie;RPG;Strategy",127,36,"20 Jan, 2022"
"The World Has Gone",2688980,0,False,"","Amuzo Limited","Amuzo Limited ","","","",True,False,False,"","Single-player;Multi-player;Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Remote Play Together;Family Sharing","Action;Casual;Indie","","","Coming soon"
"SENSEs: Midnight",1664430,0,False,"","SUZAKU Games","Eastasiasoft Limited","CAD","13.49","5.39",True,False,False,"","Single-player;Steam Achievements;Family Sharing","Action;Adventure;Indie;RPG","",6,"22 Jul, 2022"
"Sqube Escape",2593790,0,False,"","RH POSITIVE","RH POSITIVE","CAD","3.89","3.89",True,True,False,"","Single-player;Steam Achievements;Family Sharing","Adventure;Casual;Indie","",14,"4 Nov, 2024"
"FireAlpaca SE",458750,0,False,"","PGN Inc","PGN Inc","CAD","43.99","43.99",True,True,False,"","Steam Trading Cards","Design & Illustration;Photo Editing",627,"","22 May, 2016"
"Training Space Station",1481740,0,False,"","GoodBadRobot","GoodBadRobot","","","",True,False,False,"","Single-player;Family Sharing","Action;Indie;Strategy","","","Coming soon"
"The Egg Playtest",2548740,0,False,"","","","","","",True,False,False,"","","","","","11 Sep, 2023"
"The Backrooms: Unbounded",2558580,0,True,"","BluSkie","BluSkie","","","",True,False,False,"","Single-player;Steam Achievements","Indie;Free To Play","",11,"25 Dec, 2023"
"Table Tennis Toon! Playtest",2716460,0,False,"","","","","","",True,False,False,"","","","","","2 Dec, 2023"
"Terminal Insanity: RackJacker",1939490,0,False,"","Ongakken Game Studio","Ongakken","","","",True,False,False,"","Single-player;Multi-player;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Remote Play on Tablet;Remote Play Together;Family Sharing","Action;Adventure;Indie;RPG;Strategy;Early Access","","",""
"Early Quest",1414640,0,False,4,"Exa_Inc","Exa_Inc","CAD","5.69","5.69",True,True,True,"","Single-player;Full controller support;Steam Cloud;Remote Play on Phone;Remote Play on Tablet;Remote Play on TV;Family Sharing","Action;Adventure;RPG;Simulation;Sports","","","24 Sep, 2020"
"StarBall",821870,0,False,"","Blanket Fort Games","Blanket Fort Games","CAD","22.79","22.79",True,False,False,"","Single-player;Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Co-op;Online Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Tracked Controller Support;VR Supported;In-App Purchases;Partial Controller Support;Family Sharing","Action;Sports","",21,"20 May, 2022"
"Rolling Car",1682600,0,False,"","SimpleSoft","khukhrovr","CAD","1.29","1.29",True,False,False,"","Single-player;Steam Achievements;Family Sharing","Indie;Racing;Simulation","",6,"20 Jul, 2021"
"Stoneguard",2704450,0,False,"","Thorn Spire Games","Wandering Wizard","","","",True,False,False,"","Single-player;Multi-player;Co-op;Online Co-op;Family Sharing","Action;Indie;Strategy;Early Access","","","Coming soon"
"Pingers",1442410,0,True,"","Allen Games","Allen Games","","","",True,True,False,"","Single-player;Multi-player;Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards;Remote Play on TV;Remote Play Together","Action;Casual;Indie;Free To Play","",15,"29 Jul, 2021"
"Eggs 2142",1725170,0,False,"","WoksOnStudios","WoksOnStudios","","","",True,False,False,"","Single-player;Family Sharing","Action;Casual;Indie;Simulation;Early Access","","","Coming soon"
"Maze Ablaze",2084270,0,False,"","elsewhere games","elsewhere games","CAD","5.69","5.69",True,False,False,"","Single-player;Family Sharing","Casual;Indie;Strategy","","","10 Aug, 2022"
"I (DON'T) HATE HENTAI PUZZLES",1158660,0,False,"","PixelGreeds;HarDDeer","PixelGreeds","CAD","2.29","2.29",True,False,False,"","Single-player;Steam Achievements;Full controller support;Steam Cloud;Family Sharing","Adventure;Casual;Indie",177,10,"13 Nov, 2019"
"Just Find It 3",2534990,0,False,"","Tiny Little Lion","Boomzap Inc","CAD","15.49","15.49",True,True,False,"","Single-player;Steam Achievements;Steam Cloud;Family Sharing","Casual","",21,"2 Oct, 2023"
"我在2083年的末世求生 Playtest",2719700,0,False,"","","","","","",True,False,False,"","","","","","7 Dec, 2023"
"POLY SYNTH GUNNER",1550330,0,False,"","DANIEL","DANIEL","CAD","5.69","5.69",True,False,False,"","Single-player;Partial Controller Support;Family Sharing","Action;Early Access","","","6 Mar, 2021"
"Yurukill: The Calumniation Games",1733840,0,False,1,"IzanagiGames;G.rev Ltd.;ESQUADRA,inc.","IzanagiGames","CAD","25.99","25.99",True,False,False,"","Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards;Family Sharing","Action;Adventure","",22,"8 Jul, 2022"
"寂寞神明的心愿手记",1682410,0,False,"","妖妖灵制作组;燃心游戏工作室","妖妖灵制作组","CAD","11.49","11.49",True,True,False,"","Single-player;Family Sharing","Adventure;Indie;RPG",330,44,"16 Sep, 2021"
"Christmas Griddlers",1545360,0,False,"","Creobit","8floor","CAD","6.49","0.97",True,False,False,"","Single-player;Family Sharing","Casual","","","15 Mar, 2021"
"100 RUB: Operation Global Denomination",1383170,0,False,"","KuKo","KuKo","CAD","1.29","1.29",True,False,False,"","Single-player;Steam Achievements;Full controller support;Family Sharing","Adventure;Indie","",10,"4 Sep, 2020"
"Horror Movie Bingo",1433310,0,False,"","Jaime Barriga","Jaime Barriga","CAD","6.00","6.00",True,False,False,"","Single-player;Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Shared/Split Screen;Family Sharing","Casual;Indie","","","21 Oct, 2020"
"Country Bumpkin Yutaka",2287980,0,False,"","Ota Guchi Field","Kagura Games","CAD","19.49","19.49",True,False,False,"","Single-player;Steam Cloud;Family Sharing","Indie;RPG",159,"","19 May, 2023"
"Solitude Underwater",2019640,0,True,1,"Maximus Aktypis","Big MA16 Studios","","","",True,True,True,"","Single-player;Steam Achievements","Action;Adventure;Indie;Free To Play","",19,"28 Aug, 2022"
"RainDesktop",1038240,0,False,"","RainySoft","RainySoft","CAD","4.99","4.99",True,False,False,"","Steam Workshop;Steam Cloud;Includes level editor","Animation & Modeling;Design & Illustration;Utilities;Early Access","","","18 Mar, 2019"
"DeathOmen",1842470,0,False,"","Jeff Winner","CreativeForge Games","CAD","8.99","8.99",True,False,False,"","Single-player;Steam Achievements;Family Sharing","Action;Adventure;Casual;Indie;Simulation","",7,"5 Feb, 2025"
"Tour de France 2025",2511320,0,False,2,"Cyanide Studio","Nacon","CAD","51.99","41.59",True,False,False,"","Single-player;Multi-player;PvP;Online PvP;Steam Achievements;Full controller support;Adjustable Text Size;Camera Comfort;Color Alternatives;Custom Volume Controls;Adjustable Difficulty;Save Anytime;Stereo Sound;Subtitle Options;Surround Sound;Steam Cloud;Remote Play Together;Family Sharing","Casual;Racing;Simulation;Sports;Strategy","",46,"5 Jun, 2025"
"Defending Territory",1102150,0,False,"","Fantasy Island","Fantasy Island","CAD","8.99","8.99",True,False,False,"","Single-player;Steam Achievements;Family Sharing","Casual;Indie;Simulation;Strategy;Early Access","",10,"7 Sep, 2019"
"Warnament",1201700,0,False,3,"Luden.io","Luden.io","CAD","16.99","12.74",True,True,True,"","Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Steam Achievements;Camera Comfort;Custom Volume Controls;Adjustable Difficulty;Mouse Only Option;Playable without Timed Input;Touch Only Option;Steam Cloud;Stats;Includes level editor;Family Sharing","Indie;Simulation;Strategy","",27,"7 Aug, 2025"
"Mantis Burn Racing®",446100,0,False,3,"VooFoo Studios","VooFoo Studios","CAD","11.49","11.49",True,False,False,71,"Single-player;Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Remote Play on TV;Remote Play Together;Family Sharing","Casual;Indie;Racing","",55,"12 Oct, 2016"
"Gimel Dimension",916470,0,False,1,"JOZGamer;Hatus Quemuel","JOZGames","CAD","1.29","1.29",True,False,False,"","Single-player;Steam Achievements;Family Sharing","Action;Indie","",7,"3 Sep, 2018"
"School Hero",2674340,0,False,"","Hayq Studios","Hayq Studios","","","",True,False,False,"","Single-player;Multi-player;Steam Achievements;Family Sharing","Action;Adventure;Casual;Indie","","","Coming soon"
"模拟家装修",1065030,0,False,"","香山AI","香山AI","CAD","4.65","4.65",True,False,False,"","Single-player;Family Sharing","Casual;Indie;Simulation","","","29 Apr, 2019"
"Forgotten Waters",2479370,0,False,"","Ducktail studios","Ducktail studios","","","",True,False,False,"","Single-player;Steam Achievements;Full controller support;Family Sharing","Adventure;Indie;RPG;Simulation","","","Coming soon"
"Splash Cars",1464290,0,False,"","Paper Bunker s.r.o.","Paper Bunker s.r.o.","CAD","5.69","5.69",True,True,False,"","Single-player;Multi-player;PvP;Shared/Split Screen PvP;Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Family Sharing","Action;Casual;Indie;Racing","",31,"15 Nov, 2021"
"Goblin Gearshop",770500,0,True,"","Minus2","Minus2","","","",True,False,False,"","Single-player;Multi-player;PvP;Shared/Split Screen PvP;Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Full controller support;Steam Cloud;Remote Play Together","Casual;Free To Play;Indie;Simulation","","","17 Jan, 2018"
"Wacky Chariots",1849970,0,False,"","Ostrichsoft","Ostrichsoft","","","",True,False,False,"","Single-player;Multi-player;PvP;Steam Achievements;Partial Controller Support;Steam Leaderboards;Family Sharing","Casual;Indie;Racing;Early Access","","","Coming soon"
"Kabaret",1525580,0,False,"","Persona Theory Games","Persona Theory Games;Wings","CAD","25.99","25.99",True,False,False,"","Single-player;Family Sharing","Adventure;Casual;Indie","",67,"4 Apr, 2023"
"晴末置雨",1833040,0,False,1,"置雨制作组","龍之咲;WindField Games","CAD","2.29","2.29",True,False,False,"","Single-player;Family Sharing","Casual;Indie",261,9,"20 Jul, 2022"
"Aery - Midnight Hour",2711620,0,False,"","EpiXR Games UG","EpiXR Games UG","CAD","12.99","12.99",True,False,False,"","Single-player;Steam Achievements;Full controller support;Family Sharing","Casual;Indie;Simulation","",10,"19 Oct, 2024"
"幸存者 星星之火 | Survivor Spark",1256220,0,False,"","酷呐科技","酷呐科技","VND","15000.00","15000.00",True,False,False,"","Single-player;Partial Controller Support;Family Sharing","Action;Casual;Indie","",11,"14 May, 2020"
"Demon Arc",1549280,0,True,"","Neeknog","Dark Matter","","","",True,False,False,"","Multi-player;MMO;PvP;Online PvP","Action;Adventure;Free To Play;Massively Multiplayer;RPG","","","Coming soon"
"The Warhorn",660920,0,False,"","Pigeons Interactive","Pigeons Interactive","CAD","11.49","11.49",True,False,False,"","Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Family Sharing","Action;Adventure;Indie;RPG;Early Access",280,30,"29 Jan, 2019"
"Attack Of The Retro Bots",1077200,0,False,"","Denormalizer","Denormalizer","CAD","2.29","2.29",True,False,False,"","Single-player;Steam Achievements;Tracked Controller Support;VR Supported;Steam Leaderboards;Family Sharing","Action;Adventure;Indie","",20,"24 Sep, 2019"
"Dying Light",239140,17,False,41,"Techland","Techland","CAD","33.00","33.00",True,True,True,87,"Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Includes level editor;Remote Play on Tablet;Remote Play on TV;Family Sharing","Action;RPG",349489,78,"26 Jan, 2015"
"Through The Dust",1155680,0,False,"","So Dank Studio","So Dank Studio","CAD","3.39","3.39",True,False,False,"","Single-player;Steam Achievements;Family Sharing","Adventure;Indie;Simulation","",10,"7 Oct, 2019"
"BlueSuburbia",2431510,0,True,"","alienmelon","alienmelon","","","",True,False,False,"","Single-player","Indie;Early Access","","","29 Dec, 2023"
"Virus Remedium",1329490,0,False,"","Atomic Jelly","Atomic Jelly","","","",True,False,False,"","Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Cloud;Family Sharing","Action;Casual;Indie","","","Coming soon"
"Surreal Experience",1886010,0,True,"","JIMMY DIAMOND","JIMMY DIAMOND","","","",True,False,False,"","Single-player;Steam Achievements","Indie;Simulation;Strategy;Free To Play","",19,"2 Aug, 2022"
"I Am Future: Cozy Apocalypse Survival",1658040,0,False,2,"Mandragora","tinyBuild","CAD","25.99","25.99",True,False,False,"","Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Remote Play on Phone;Remote Play on Tablet;Remote Play on TV;Family Sharing","Indie;RPG;Simulation",3601,47,"13 Nov, 2024"
